slug,status,source,path,bytes,title,year,doi,arxiv
jxvqvZLBuU,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/jxvqvZLBuU.pdf,4080970,RNAFlow: RNA Structure & Sequence Design via Inverse Folding-Based Flow Matching,2024,,
vBJZ93tvoE,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/vBJZ93tvoE.pdf,2565168,Modelling Microbial Communities with Graph Neural Networks,2024,,
5M4Qa9AqY7,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/5M4Qa9AqY7.pdf,1543494,Scalable and Flexible Causal Discovery with an Efficient Test for Adjacency,2024,,
afnyJfQddk,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/afnyJfQddk.pdf,1905993,Gaussian Processes on Cellular Complexes,2024,,
OERwuPzHdh,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/OERwuPzHdh.pdf,1899514,DNA-SE: Towards Deep Neural-Nets Assisted Semiparametric Estimation,2024,,
XGGcnKelda,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/XGGcnKelda.pdf,927560,Enforcing Constraints in RNA Secondary Structure Predictions: A Post-Processing Framework Based on the Assignment Problem,2024,,
EfUrTeuUfy,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/EfUrTeuUfy.pdf,656719,"Junk DNA Hypothesis: Pruning Small Pre-Trained Weights $\textit{Irreversibly}$ and $\textit{Monotonically}$ Impairs ``Difficult"" Downstream Tasks in LLMs",2024,,
NUAbSFqyqb,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/NUAbSFqyqb.pdf,3547695,Diffusion Language Models Are Versatile Protein Learners,2024,,
283cGgWfM2,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/283cGgWfM2.pdf,755935,ESM All-Atom: Multi-Scale Protein Language Model for Unified Molecular Modeling,2024,,
wwItuHdus6,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/wwItuHdus6.pdf,4291792,A Computational Framework for Solving Wasserstein Lagrangian Flows,2024,,
MDAg5Q7IsI,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/MDAg5Q7IsI.pdf,859259,Predicting Dose-Response Curves with Deep Neural Networks,2024,,
Su0qe33cWA,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/Su0qe33cWA.pdf,4397934,Wasserstein Wormhole: Scalable Optimal Transport Distance with Transformer,2024,,
A9hJvQHEEP,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/A9hJvQHEEP.pdf,7593760,Quantum Theory and Application of Contextual Optimal Transport,2024,,
Ada9Z68nvb,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/Ada9Z68nvb.pdf,1985975,Deciphering RNA Secondary Structure Prediction: A Probabilistic K-Rook Matching Perspective,2024,,
syXFAVqx85,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/syXFAVqx85.pdf,1011081,Dirichlet Flow Matching with Applications to DNA Sequence Design,2024,,
BOunbuapcv,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/BOunbuapcv.pdf,834799,VQDNA: Unleashing the Power of Vector Quantization for Multi-Species Genomic Sequence Modeling,2024,,
GZ7gwOZ6Or,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/GZ7gwOZ6Or.pdf,677746,Protriever: End-to-End Differentiable Protein Homology Search for Fitness Prediction,2025,,
s1WJSRaJuy,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/s1WJSRaJuy.pdf,4794952,Variational Phylogenetic Inference with Products over Bipartitions,2025,,
WBN0Mz3VAC,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/WBN0Mz3VAC.pdf,9750045,KinDEL: DNA-Encoded Library Dataset for Kinase Inhibitors,2025,,
zdOGBRQEbz,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/zdOGBRQEbz.pdf,5745188,"From Mechanistic Interpretability to Mechanistic Biology: Training, Evaluating, and Interpreting Sparse Autoencoders on Protein Language Models",2025,,
MRmI68k3gd,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/MRmI68k3gd.pdf,6756395,Wasserstein Flow Matching: Generative Modeling Over Families of Distributions,2025,,
0m4VsLwj5s,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/0m4VsLwj5s.pdf,8258294,sciLaMA: A Single-Cell Representation Learning Framework to Leverage Prior Knowledge from Large Language Models,2025,,
